Threshold,TP,FP,TN,FN,Precision,Recall,F1-Score,FPR,FNR,Youden_J
1.3539999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.355,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3559999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.357,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3579999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.359,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3599999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.361,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3619999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.363,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3639999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.365,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3659999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.367,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3679999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.369,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3699999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.371,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3719999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.373,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.3739999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.375,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.376,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.377,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.378,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.379,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.38,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.381,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.382,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.383,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.384,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.385,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.386,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.387,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.388,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.389,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.39,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.391,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.392,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.393,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.394,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.395,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.396,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.397,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.398,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.399,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.401,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.402,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.403,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.404,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.405,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.406,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.407,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.408,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4089999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.41,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4109999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.412,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4129999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.414,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4149999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.416,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4169999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.418,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4189999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.42,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4209999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.422,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4229999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.424,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4249999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.426,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4269999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.428,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4289999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.43,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4309999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.432,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4329999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.434,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4349999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.436,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4369999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.438,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4389999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.44,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4409999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.442,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4429999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.444,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4449999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.446,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4469999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.448,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4489999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.45,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4509999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.452,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4529999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.454,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4549999999999998,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.456,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4569999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.458,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4589999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.46,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4609999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.462,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4629999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.464,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4649999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.466,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4669999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.468,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4689999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.47,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4709999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.472,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4729999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.474,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4749999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.476,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4769999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.478,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4789999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.48,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4809999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.482,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4829999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.484,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4849999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.486,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4869999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.488,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4889999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.49,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4909999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.492,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4929999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.494,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4949999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.496,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4969999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.498,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.4989999999999999,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
1.5,1,0,2075,749,1.0,0.0013,0.0027,0.0,0.9987,0.0013
3.1496288776397705,0,0,2075,750,0.0,0.0,0.0,0.0,1.0,0.0
